Code    Description        Theta_r    Theta_s    Alpha      N          Ks         Ko         L          
                           cm3/cm3    cm3/cm3    1/cm       no units   cm/day     cm/day     no units   
4002502  4000339            0.05892    0.41482    0.02773    1.53775   63.84984   14.94464   -0.89056 
4002503  4000339            0.05446    0.41096    0.03177    1.84664  143.97079   21.96609   -0.80013 
4002509  4000340            0.04409    0.39100    0.02684    1.45012   45.21613   14.73266   -0.90655 
4002510  4000340            0.04023    0.38602    0.02971    1.45503   52.53434   17.47961   -0.94445 
4002511  4000340            0.04042    0.38499    0.02832    1.44952   49.43387   16.21911   -0.92674 
4002512  4000340            0.05455    0.39999    0.01979    1.43515   27.00373    8.57643   -0.78996 
4002513  4000340            0.06089    0.40779    0.01870    1.42135   22.19644    7.32490   -0.80939 
4002514  4000340            0.05940    0.41095    0.02265    1.42513   31.99000    9.92661   -0.92005 
4002515  4000340            0.05321    0.41028    0.03161    1.66421   97.07007   20.88022   -0.84029 
4002517  4000341            0.04539    0.38148    0.01803    1.45183   29.07445    8.25529   -0.66391 
4002518  4000341            0.04573    0.38098    0.01734    1.45466   27.82664    7.80178   -0.63621 
4002519  4000341            0.04568    0.38334    0.01885    1.44872   30.11786    8.74672   -0.69784 
4002520  4000341            0.06803    0.41168    0.01477    1.42446   12.73665    4.81499   -0.68178 
4002521  4000341            0.06343    0.40843    0.01674    1.42317   17.59894    6.07011   -0.74528 
4002522  4000341            0.05317    0.41001    0.03086    1.59321   79.56753   19.32896   -0.86818 
4002523  4000341            0.05171    0.40632    0.03409    2.37983  326.12570   25.00023   -0.81982 
4002528  4000342            0.04578    0.36348    0.00675    1.60530   24.86639    2.44139    0.05899 
4002529  4000342            0.04692    0.36472    0.00701    1.59507   22.14062    2.50699    0.02410 
4002530  4000342            0.05171    0.37405    0.00591    1.63617   20.91208    2.00405    0.11908 
4002531  4000342            0.06529    0.39769    0.00569    1.63489   13.07635    1.68985    0.08270 
4002532  4000342            0.07220    0.41139    0.00607    1.60893   10.67028    1.68321    0.01955 
4002533  4000342            0.05382    0.37770    0.00851    1.54858   14.35494    2.88551   -0.14338 
4002534  4000342            0.05394    0.41093    0.03134    1.68203  100.89385   20.63831   -0.83271 
4002544  4000344            0.05870    0.39250    0.00532    1.66377   20.25631    1.72677    0.18323 
4002545  4000344            0.06995    0.41329    0.00556    1.63869   13.48614    1.62197    0.11110 
4002546  4000344            0.08176    0.43082    0.00751    1.53469    7.86150    1.87806   -0.16459 
4002547  4000344            0.06399    0.39503    0.00569    1.63642   13.50005    1.70762    0.08722 
4002548  4000344            0.04737    0.36807    0.00912    1.53994   18.31289    3.36657   -0.16085 
4002549  4000344            0.06297    0.40886    0.01744    1.42027   18.98868    6.46368   -0.77574 
4002557  4000346            0.05199    0.37577    0.00576    1.64401   21.89154    1.95391    0.14039 
4002558  4000346            0.06211    0.39592    0.00537    1.65667   16.73173    1.67238    0.14988 
4002559  4000346            0.07300    0.41214    0.00626    1.59896   10.10368    1.71443   -0.00709 
4002561  4000346            0.05464    0.37659    0.00650    1.60808   15.85950    2.12410    0.03361 
4002562  4000346            0.03699    0.36517    0.01897    1.44747   36.86135    9.46647   -0.67360 
4002570  4000348            0.05007    0.36961    0.00657    1.60873   19.67972    2.26073    0.05078 
4002571  4000348            0.06603    0.39827    0.00583    1.62713   12.31094    1.70996    0.06174 
4002572  4000348            0.06997    0.40348    0.00686    1.57763    9.43825    1.91353   -0.07069 
4002573  4000348            0.05819    0.38263    0.00619    1.61770   14.36733    1.94844    0.04899 
4002574  4000348            0.05900    0.38554    0.00575    1.63786   15.50043    1.80639    0.09864 
4002575  4000348            0.03682    0.38764    0.04229    1.60410  104.66978   34.09407   -0.94277 
4002579  4000349            0.04711    0.40013    0.03731    2.64659  440.87446   30.28338   -0.84006 
4002580  4000349            0.04808    0.40279    0.03670    2.35824  322.98355   29.49663   -0.82066 
4002581  4000349            0.04161    0.39558    0.04183    2.06819  231.36190   39.23809   -0.82654 
4002582  4000349            0.06060    0.41599    0.02795    1.64818   88.62686   15.83886   -0.83283 
4002583  4000349            0.05695    0.41246    0.03045    1.91920  162.01000   20.09523   -0.79010 
4002586  4000350            0.03563    0.38557    0.04607    1.76470  152.13613   43.38893   -0.88820 
4002587  4000350            0.03846    0.39093    0.04119    1.61667  104.92167   33.04652   -0.92669 
4002588  4000350            0.04340    0.39513    0.03219    1.48929   60.97000   20.09840   -0.94781 
4002589  4000350            0.04545    0.40214    0.03704    1.71024  118.52854   29.01381   -0.85607 
4002590  4000350            0.05124    0.40099    0.03385    3.43551  830.65369   27.28063   -0.87862 
4002591  4000350            0.05327    0.40841    0.03299    2.21717  263.29858   23.60320   -0.80558 
4002593  4000351            0.03741    0.38752    0.03941    1.54049   85.43001   28.97002   -0.97027 
4002594  4000351            0.03910    0.38854    0.03526    1.49477   68.71127   23.43500   -0.97484 
4002595  4000351            0.04003    0.38264    0.02697    1.44474   46.90433   15.08202   -0.90485 
4002596  4000351            0.04697    0.38756    0.01997    1.44117   30.89870    9.34140   -0.75024 
4002597  4000351            0.04819    0.40396    0.03239    1.54530   71.69611   20.83991   -0.90646 
4002598  4000351            0.05308    0.40559    0.03307    2.78826  497.93756   23.05078   -0.85607 
4002599  4000352            0.04739    0.40213    0.03722    2.33407  314.80941   30.47588   -0.81986 
4002600  4000352            0.04990    0.40292    0.03526    2.71958  470.50461   26.63643   -0.84736 
4002601  4000352            0.05092    0.40583    0.03463    2.33245  309.11293   26.00684   -0.81650 
4002602  4000352            0.05413    0.40905    0.03243    2.22581  265.15851   22.70003   -0.80533 
4002603  4000352            0.05484    0.40383    0.03157    3.54930  889.81623   24.12431   -0.88691 
4002605  4000353            0.04861    0.40247    0.03627    2.53519  392.55487   28.45219   -0.83280 
4002606  4000353            0.05330    0.40444    0.03278    3.09062  644.21955   23.32979   -0.87506 
4002607  4000353            0.05565    0.40905    0.03150    2.46288  353.30379   20.76850   -0.82747 
4002608  4000353            0.05711    0.40998    0.03060    2.47564  356.29770   19.41927   -0.82940 
4002609  4000353            0.05257    0.40540    0.03343    2.73463  474.15249   23.58141   -0.85120 
4002677  4000360            0.07693    0.54574    0.00515    1.64848  226.99092    2.06543    0.55598 
4002678  4000360            0.06766    0.42592    0.00627    1.61699   22.45925    1.97360    0.12370 
4002679  4000360            0.06800    0.41186    0.00630    1.61054   14.75744    1.87506    0.05109 
4002680  4000360            0.06784    0.40641    0.00579    1.63005   13.56248    1.70003    0.08112 
4002681  4000360            0.06107    0.39128    0.00586    1.63222   15.04967    1.81584    0.08860 
4002682  4000360            0.05363    0.33838    0.00894    1.46455    4.48346    2.68054   -0.40122 
4002683  4000360            0.03173    0.29611    0.03966    1.25570    8.52193   16.05741   -2.42886 
4002684  4000360            0.03301    0.29880    0.03458    1.26360    7.81212   13.87696   -2.19868 
4002685  4000360            0.03722    0.31990    0.01137    1.45992   12.46813    4.53200   -0.45726 
4002687  4000361            0.06202    0.42373    0.00452    1.71276   41.47953    1.58004    0.38700 
4002688  4000361            0.06028    0.40239    0.00503    1.68104   24.80917    1.65626    0.24398 
4002689  4000361            0.05987    0.37660    0.00637    1.59999   10.27345    1.90823   -0.02027 
4002690  4000361            0.05884    0.36279    0.00872    1.50191    6.15123    2.57643   -0.30833 
4002691  4000361            0.05377    0.35486    0.00847    1.51738    7.78001    2.65637   -0.25617 
4002699  4000363            0.07170    0.43056    0.00599    1.62343   19.84419    1.79992    0.12121 
4002700  4000363            0.07109    0.41289    0.00650    1.59586   11.81514    1.84363   -0.00479 
4002701  4000363            0.07413    0.40629    0.00769    1.53705    7.08700    2.01462   -0.19341 
4002702  4000363            0.07378    0.39524    0.00831    1.50091    5.02142    2.10247   -0.30535 
4002703  4000363            0.07502    0.41549    0.00717    1.56129    9.02318    1.91471   -0.11062 
4002704  4000363            0.07452    0.39940    0.00722    1.53864    5.54653    1.82249   -0.18481 
4002705  4000363            0.06301    0.35495    0.00796    1.47654    3.24822    2.10018   -0.34457 
4002706  4000364            0.05019    0.37162    0.00848    1.55213   16.67047    2.99228   -0.12310 
4002707  4000364            0.06269    0.38999    0.00681    1.58831   11.33822    2.04638   -0.03644 
4002708  4000364            0.07121    0.40784    0.00622    1.60287   10.32436    1.72862   -0.00008 
4002709  4000364            0.05556    0.38865    0.01236    1.48270   15.55900    4.47803   -0.42901 
4002721  4000366            0.06365    0.39180    0.00643    1.60208   11.51174    1.91097   -0.00107 
4002722  4000366            0.06328    0.39145    0.00740    1.56816   10.71806    2.21694   -0.09446 
4002723  4000366            0.07372    0.41160    0.00936    1.49856    8.02538    2.55452   -0.32257 
4002724  4000366            0.07832    0.42123    0.01110    1.44855    7.63186    2.93267   -0.50404 
4002725  4000366            0.07558    0.41665    0.01096    1.45888    7.86475    2.99459   -0.47134 
4002726  4000366            0.07623    0.41730    0.01065    1.46372    7.79597    2.86950   -0.44934 
4002727  4000366            0.08206    0.43201    0.01634    1.35139    9.90614    4.43486   -1.00415 
4002730  4000367            0.05325    0.37666    0.00581    1.63980   19.83098    1.93978    0.12257 
4002731  4000367            0.05675    0.38370    0.00556    1.65005   18.37796    1.80142    0.13851 
4002732  4000367            0.05558    0.37833    0.00625    1.61726   15.81505    2.02334    0.05488 
4002733  4000367            0.06313    0.39167    0.00776    1.55756   10.63336    2.34005   -0.12658 
4002734  4000367            0.05145    0.37230    0.00767    1.57206   16.59460    2.62766   -0.06032 
4002735  4000367            0.06383    0.41469    0.02087    1.40576   25.87441    8.24574   -0.93052 
4002736  4000368            0.05180    0.37679    0.01060    1.50905   14.96045    3.81963   -0.30037 
4002737  4000368            0.05755    0.36176    0.00969    1.48080    6.33507    2.95410   -0.38689 
4002738  4000368            0.05161    0.34866    0.01399    1.40111    6.35594    4.76570   -0.74639 
4002739  4000368            0.06548    0.38491    0.00742    1.55172    7.41729    2.08826   -0.15657 
4002740  4000368            0.05884    0.44441    0.01747    1.45623   55.20768    8.25193   -0.52143 
4002843  4000380            0.05001    0.38440    0.01006    1.52808   21.46447    3.80335   -0.19524 
4002844  4000380            0.04855    0.36653    0.01215    1.48133   14.52498    4.58032   -0.42976 
4002845  4000380            0.04136    0.35180    0.02052    1.40520   17.78625    9.05611   -0.90586 
4002846  4000380            0.03374    0.33364    0.04759    1.42184   32.35592   27.10820   -1.38679 
4002890  4000385            0.05177    0.37467    0.00869    1.54624   15.46161    3.02495   -0.14766 
4002891  4000385            0.05347    0.37700    0.00845    1.55026   14.59014    2.87360   -0.13684 
4002892  4000385            0.05569    0.37946    0.00781    1.56462   13.77008    2.55842   -0.09362 
4002893  4000385            0.06441    0.39364    0.00763    1.55962   10.26988    2.26525   -0.12124 
4002894  4000385            0.07005    0.40353    0.00757    1.55355    8.92012    2.11246   -0.14160 
4002895  4000385            0.06806    0.39982    0.00671    1.58574    9.95779    1.90765   -0.04802 
4002896  4000385            0.06864    0.40096    0.00672    1.58455    9.82748    1.90014   -0.05141 
4002897  4000385            0.07047    0.40463    0.00808    1.53777    8.67680    2.25456   -0.19136 
4002919  4000388            0.07913    0.56265    0.00568    1.61974  258.73318    2.31487    0.48740 
4002920  4000388            0.05819    0.41469    0.00624    1.62482   33.35351    2.19269    0.20047 
4002921  4000388            0.05805    0.38559    0.00804    1.55778   13.12233    2.59308   -0.11620 
4002922  4000388            0.06656    0.41421    0.00756    1.57173   15.62518    2.33177   -0.04552 
4002923  4000388            0.06276    0.38536    0.00887    1.52033    8.55887    2.65946   -0.25699 
4002924  4000388            0.06337    0.39333    0.00853    1.53686   10.40275    2.59786   -0.19471 
4002925  4000388            0.05131    0.38765    0.01548    1.46001   21.79531    6.32302   -0.58006 
4002937  4000390            0.07177    0.52598    0.00421    1.71150  224.28470    1.74264    0.69501 
4002938  4000390            0.06616    0.46733    0.00438    1.71025   94.50622    1.65375    0.55756 
4002939  4000390            0.06169    0.41680    0.00499    1.68223   32.93260    1.69031    0.30153 
4002940  4000390            0.05953    0.39126    0.00608    1.62525   16.51206    1.92940    0.08533 
4002941  4000390            0.05966    0.37712    0.00787    1.54827    9.23046    2.39269   -0.16313 
4002942  4000390            0.05940    0.36381    0.00888    1.49662    5.98604    2.61174   -0.32635 
4002970  4000394            0.03895    0.35751    0.01182    1.49935   27.03819    5.07866   -0.31805 
4002971  4000394            0.03358    0.35407    0.01724    1.45246   38.50885    8.59729   -0.59642 
4002972  4000394            0.03049    0.36020    0.02983    1.42755   59.48709   17.64044   -0.97650 
4002973  4000394            0.03561    0.35306    0.01343    1.48113   32.46641    6.16940   -0.40646 
4002974  4000394            0.04307    0.35952    0.00842    1.55714   23.88380    3.21360   -0.08380 
4002975  4000394            0.04650    0.36871    0.00615    1.62531   28.78055    2.22141    0.13620 
4002976  4000394            0.05446    0.37685    0.00613    1.62340   17.03453    2.00996    0.07433 
4002977  4000395            0.04745    0.36685    0.00633    1.62085   24.34292    2.24559    0.09605 
4002978  4000395            0.04344    0.36025    0.00694    1.60016   28.36368    2.58779    0.05436 
4002979  4000395            0.04076    0.35633    0.00735    1.58845   32.32554    2.84666    0.02963 
4002980  4000395            0.04115    0.35662    0.00740    1.58653   30.96376    2.84814    0.02202 
4002981  4000395            0.05298    0.37418    0.00636    1.61516   17.52631    2.11506    0.05763 
4002982  4000395            0.05529    0.37806    0.00616    1.62164   16.31339    1.99945    0.06709 
4002985  4000396            0.03619    0.34983    0.00834    1.56568   41.47102    3.47400   -0.03377 
4002986  4000396            0.03434    0.34605    0.01024    1.52322   38.25463    4.49193   -0.19015 
4002987  4000396            0.03216    0.34320    0.01197    1.49767   40.89568    5.55873   -0.30508 
4002988  4000396            0.03527    0.34806    0.01057    1.51695   34.19064    4.60958   -0.21917 
4002989  4000396            0.03925    0.35387    0.00919    1.54114   28.35951    3.72305   -0.12999 
4003001  4000399            0.06662    0.40033    0.00954    1.50874    9.32446    2.84374   -0.29514 
4003002  4000399            0.04094    0.36889    0.01580    1.46409   29.06599    7.21295   -0.54662 
4003003  4000399            0.06916    0.40186    0.00686    1.57859    9.57643    1.92950   -0.06803 
4003004  4000399            0.07390    0.42191    0.01646    1.38305   12.39641    5.08612   -0.87300 
4003005  4000399            0.05464    0.37726    0.00749    1.57439   14.56650    2.47321   -0.06117 
4003006  4000399            0.06399    0.39232    0.00654    1.59707   11.22850    1.93795   -0.01460 
4003007  4000399            0.06794    0.40700    0.01210    1.45936    9.87806    3.73462   -0.49938 
4003008  4000399            0.07426    0.42166    0.01592    1.38752   11.50001    4.84237   -0.84007 
4003009  4000399            0.05911    0.39647    0.01351    1.46333   15.17314    4.81660   -0.52392 
4003074  4000409            0.07805    0.42000    0.00769    1.53672    7.98334    1.97767   -0.18126 
4003075  4000409            0.05101    0.37125    0.00740    1.58023   17.21898    2.53673   -0.03403 
4003076  4000409            0.07217    0.40796    0.00844    1.52489    8.31054    2.32037   -0.23279 
4003077  4000409            0.06605    0.39620    0.00735    1.56591    9.91745    2.13843   -0.10340 
4003078  4000409            0.06357    0.39310    0.00821    1.54475   10.40105    2.48001   -0.16813 
4003079  4000409            0.06357    0.39310    0.00821    1.54475   10.40105    2.48001   -0.16813 
4003080  4000410            0.05500    0.37763    0.00735    1.57849   14.46227    2.41021   -0.04973 
4003081  4000410            0.05146    0.37458    0.00890    1.54181   15.51650    3.12482   -0.16324 
4003082  4000410            0.06897    0.40301    0.00886    1.51984    8.92913    2.53993   -0.25253 
4003083  4000410            0.06703    0.39964    0.00874    1.52607    9.38977    2.55962   -0.23192 
4003084  4000410            0.06528    0.39701    0.00887    1.52595    9.81077    2.65593   -0.23298 
4003085  4000410            0.05831    0.38593    0.00894    1.53421   11.98805    2.90751   -0.20123 
4003086  4000411            0.08253    0.43074    0.00808    1.51492    7.50435    1.99337   -0.23212 
4003087  4000411            0.07060    0.40513    0.00836    1.52997    8.60568    2.33459   -0.21694 
4003088  4000411            0.05699    0.38746    0.01068    1.50379   13.20393    3.66040   -0.32455 
4003089  4000411            0.06637    0.40104    0.01014    1.49686    9.33167    3.06960   -0.34172 
4003090  4000411            0.07129    0.40897    0.01030    1.48287    8.37837    2.93987   -0.38654 
4003091  4000411            0.07050    0.40705    0.00988    1.49345    8.57811    2.82767   -0.34713 
4003092  4000411            0.07128    0.40803    0.00971    1.49553    8.47216    2.74428   -0.33786 
4003093  4000411            0.07211    0.40943    0.00974    1.49304    8.32927    2.72679   -0.34571 
4003118  4000416            0.03397    0.35592    0.01780    1.44998   38.61331    8.92397   -0.62145 
4003119  4000416            0.03256    0.35038    0.01655    1.45553   39.55106    8.23993   -0.56365 
4003120  4000416            0.03652    0.38004    0.03264    1.45747   60.00612   20.28032   -0.98346 
4003121  4000416            0.02936    0.36026    0.03422    1.43278   67.97530   21.30082   -1.04501 
4003122  4000416            0.02817    0.33985    0.01811    1.44412   51.88800    9.55020   -0.63027 
4003123  4000416            0.02971    0.34093    0.01524    1.46383   46.17594    7.64869   -0.49284 
4003154  4000422            0.06288    0.42788    0.00493    1.68400   40.75071    1.70433    0.34707 
4003155  4000422            0.04968    0.37139    0.00616    1.62701   22.65429    2.13774    0.10712 
4003156  4000422            0.04628    0.34450    0.00834    1.53286   11.97233    2.88055   -0.19576 
4003157  4000422            0.04990    0.33743    0.00902    1.48230    6.33022    2.88594   -0.35338 
4003158  4000422            0.03179    0.31003    0.02616    1.33377   12.85937   11.83823   -1.34885 
4003159  4000422            0.03250    0.29669    0.02760    1.28930    7.62870   11.53461   -1.72931 
4003160  4000422            0.03256    0.27339    0.02868    1.23840    3.17562   10.93002   -2.43322 
4003161  4000422            0.03379    0.28412    0.02564    1.26358    4.14724    9.99857   -1.96385 
4003163  4000423            0.06506    0.46548    0.00393    1.74980  100.91386    1.53233    0.62178 
4003164  4000423            0.05819    0.42649    0.00425    1.73385   61.95680    1.59727    0.48952 
4003165  4000423            0.03860    0.31960    0.01166    1.44594   10.43958    4.54089   -0.50867 
4003166  4000423            0.04151    0.31589    0.01114    1.42802    6.47172    4.04270   -0.54947 
4003167  4000423            0.05036    0.33578    0.00863    1.47630    5.17419    2.70142   -0.34002 
4003168  4000423            0.04825    0.33152    0.00912    1.46233    5.22264    2.94919   -0.38387 
4003169  4000423            0.04494    0.31889    0.01043    1.42627    4.83269    3.53909   -0.53392 
4003174  4000424            0.03802    0.39058    0.04331    1.71358  132.76394   38.17420   -0.89242 
4003175  4000424            0.03517    0.38406    0.04351    1.59513  105.66923   35.30052   -0.95789 
4003176  4000424            0.03655    0.38763    0.04456    1.70514  133.47023   39.75730   -0.90269 
4003177  4000424            0.03888    0.39095    0.04420    2.02882  223.57770   43.56672   -0.83549 
4003178  4000424            0.04838    0.39868    0.03589    3.23729  722.98544   29.61352   -0.86999 
4003182  4000425            0.03655    0.38750    0.04370    1.65361  119.06731   37.26080   -0.92220 
4003183  4000425            0.03626    0.38703    0.04472    1.69832  132.16648   39.82048   -0.90651 
4003184  4000425            0.04004    0.39296    0.04320    2.05538  229.93919   41.77608   -0.83106 
4003185  4000425            0.04433    0.39725    0.03955    2.49092  378.75736   34.57502   -0.83014 
4003186  4000425            0.05249    0.40057    0.03277    3.83837 1067.14864   29.27260   -0.87573 
4003187  4000425            0.04487    0.39606    0.03881    2.83042  522.10598   33.39127   -0.84827 
4003236  4000431            0.03619    0.38467    0.03970    1.52695   83.85022   28.91246   -0.98586 
4003237  4000431            0.03530    0.38329    0.04125    1.54165   90.04254   31.04118   -0.98530 
4003238  4000431            0.03765    0.38970    0.04457    1.81265  161.55010   41.98803   -0.86815 
4003239  4000431            0.03847    0.39101    0.04419    1.87965  179.35219   42.30231   -0.85290 
4003240  4000431            0.03569    0.38577    0.04565    1.72928  142.07292   41.93119   -0.89874 
4003241  4000431            0.03305    0.37474    0.03774    1.47219   73.31188   25.39221   -1.03030 
4003242  4000431            0.03846    0.38522    0.03313    1.46970   61.30195   20.89043   -0.97667 
4003243  4000432            0.03803    0.38425    0.03318    1.46792   61.37128   20.92241   -0.97923 
4003244  4000432            0.03783    0.38428    0.03377    1.47133   62.97794   21.54255   -0.98283 
4003245  4000432            0.03592    0.38053    0.03501    1.46994   66.07421   22.72749   -0.99981 
4003246  4000432            0.03621    0.37772    0.03098    1.44852   56.49239   18.69029   -0.96895 
4003247  4000432            0.03421    0.37991    0.04054    1.51346   84.02646   29.39297   -1.00819 
4003264  4000435            0.04156    0.39649    0.04132    1.86252  168.34199   37.28434   -0.84352 
4003265  4000435            0.04252    0.39777    0.04070    1.91336  181.63140   36.61884   -0.83375 
4003266  4000435            0.05426    0.40184    0.03166    3.93724 1125.37831   28.22946   -0.87743 
4003267  4000435            0.05439    0.40070    0.03136    4.27668 1348.46998   32.39038   -0.86124 
4003274  4000437            0.02897    0.35727    0.03228    1.42625   65.45014   19.59904   -1.02467 
4003275  4000437            0.02912    0.36033    0.03537    1.43544   70.31785   22.32866   -1.05818 
4003276  4000437            0.02985    0.36500    0.03827    1.45324   75.45796   25.32336   -1.06680 
4003277  4000437            0.03295    0.37908    0.04643    1.62643  119.64720   39.88363   -0.95542 
4003280  4000438            0.03082    0.36151    0.03011    1.42899   59.46013   17.86895   -0.97950 
4003281  4000438            0.03152    0.37242    0.04123    1.49119   83.71468   29.33039   -1.04287 
4003282  4000438            0.02957    0.36197    0.03548    1.43813   69.95707   22.47952   -1.05464 
4003283  4000438            0.03420    0.38231    0.04706    1.73200  146.09298   44.03681   -0.90432 
4003284  4000439            0.05229    0.39621    0.00691    1.60374   30.56864    2.50942    0.11987 
4003285  4000439            0.04980    0.37377    0.00669    1.60714   22.12634    2.34553    0.06293 
4003286  4000439            0.04337    0.34392    0.01192    1.46820   12.08903    4.55433   -0.45999 
4003287  4000439            0.03407    0.31880    0.02306    1.35512   13.11240   10.27558   -1.16000 
4003288  4000439            0.03133    0.31937    0.02975    1.34682   18.13870   14.18036   -1.35326 
4003289  4000439            0.03030    0.28991    0.03636    1.26013    7.97526   15.12504   -2.28239 
4003290  4000439            0.03205    0.28282    0.03871    1.22358    4.98609   14.28475   -3.01475 
4003291  4000440            0.04396    0.37341    0.01186    1.50264   25.86596    4.92578   -0.30977 
4003292  4000440            0.02870    0.29773    0.05496    1.28971   15.55029   26.01375   -2.25540 
4003293  4000440            0.02811    0.28136    0.06029    1.24172    9.88578   25.51121   -3.07227 
4003294  4000440            0.03094    0.30156    0.04927    1.27586   12.74749   21.61308   -2.34141 
4003295  4000440            0.03527    0.31177    0.05266    1.48323   30.92814   31.31893   -1.34639 
4003296  4000440            0.03381    0.32617    0.02085    1.38786   17.01997    9.60493   -0.95604 
4003297  4000440            0.03056    0.27843    0.03131    1.25192    5.05039   12.69788   -2.28103 
4003325  4000445            0.04546    0.37374    0.01360    1.47977   22.87764    5.66854   -0.44928 
4003326  4000445            0.03807    0.36004    0.01427    1.47456   29.85782    6.49825   -0.45966 
4003328  4000445            0.04946    0.38242    0.01436    1.47049   21.33474    5.83598   -0.51090 
4003329  4000445            0.05149    0.38470    0.01373    1.47372   19.35897    5.38297   -0.48764 
4003330  4000445            0.05814    0.39203    0.01201    1.48285   13.94669    4.18842   -0.42272 
4003331  4000445            0.05896    0.39256    0.01164    1.48643   13.18486    3.98471   -0.40310 
4003332  4000446            0.03421    0.36057    0.02063    1.43979   42.02398   10.74994   -0.73184 
4003333  4000446            0.02991    0.35410    0.02568    1.42462   54.68449   14.49356   -0.88974 
4003334  4000446            0.03462    0.38313    0.04492    1.62800  116.14956   38.07087   -0.94491 
4003335  4000446            0.04075    0.39437    0.04253    2.02719  219.83008   40.42690   -0.83077 
4003365  4000450            0.03933    0.37175    0.01839    1.45248   35.82691    9.00074   -0.64553 
4003366  4000450            0.03359    0.31515    0.03538    1.30285   12.93082   15.45185   -1.79169 
4003367  4000450            0.03503    0.29782    0.03764    1.23696    6.20049   13.78984   -2.71066 
4003368  4000450            0.03302    0.30014    0.04372    1.25182    8.98741   17.32952   -2.58829 
4003369  4000450            0.03458    0.31920    0.02483    1.34263   12.55643   10.93902   -1.27246 
4003370  4000450            0.04588    0.32763    0.02661    1.26584    5.75802    9.08025   -1.96434 
4003372  4000451            0.03714    0.37653    0.02757    1.44091   49.58042   15.70257   -0.91634 
4003373  4000451            0.03047    0.36608    0.03688    1.44949   71.92545   23.98154   -1.05451 
4003374  4000451            0.03105    0.36948    0.03899    1.46676   76.76193   26.39730   -1.05350 
4003375  4000451            0.04027    0.39360    0.04294    2.01677  217.41837   41.14566   -0.83274 
4003376  4000451            0.04265    0.39651    0.04102    2.19014  270.08334   37.76887   -0.82236 
4003377  4000451            0.04001    0.39254    0.04327    2.11277  248.35510   42.07088   -0.82865 
4003378  4000452            0.07356    0.46392    0.00587    1.62891   44.23130    1.91718    0.25793 
4003379  4000452            0.05891    0.34668    0.00992    1.42805    3.42827    2.80634   -0.53517 
4003380  4000452            0.04815    0.29811    0.01644    1.26802    1.49694    5.00641   -1.61737 
4003381  4000452            0.05257    0.30874    0.01500    1.28112    1.43697    4.33462   -1.43343 
4003382  4000452            0.05583    0.31991    0.01280    1.31831    1.62533    3.60143   -1.07624 
4003383  4000452            0.05561    0.31955    0.01289    1.31718    1.63662    3.63996   -1.08635 
4003385  4000453            0.05982    0.42750    0.00501    1.67913   49.76010    1.80399    0.37967 
4003386  4000453            0.05136    0.32227    0.01016    1.40219    2.89951    3.07595   -0.61168 
4003387  4000453            0.05589    0.34564    0.00798    1.49737    4.79666    2.32290   -0.29426 
4003388  4000453            0.05447    0.33452    0.00885    1.44543    3.35903    2.57234   -0.43845 
4003389  4000453            0.04705    0.30461    0.01432    1.31373    2.24140    4.59980   -1.15429 
4003390  4000453            0.04671    0.30099    0.01517    1.29684    1.99676    4.84702   -1.30461 
4003393  4000454            0.03437    0.38005    0.04003    1.50843   82.11009   28.71909   -1.00906 
4003394  4000454            0.03465    0.35266    0.01458    1.47063   34.64050    6.90223   -0.46812 
4003395  4000454            0.03439    0.35085    0.01383    1.47691   34.67522    6.47852   -0.42640 
4003396  4000454            0.03000    0.36666    0.04000    1.46582   79.66764   27.28600   -1.06713 
4003397  4000454            0.03620    0.38678    0.04568    1.78097  155.52958   43.15321   -0.88148 
4003398  4000454            0.04526    0.39691    0.03857    2.78235  500.73514   32.81362   -0.84638 
4003401  4000455            0.05860    0.53282    0.00801    1.52597  242.55714    3.95916    0.51392 
4003402  4000455            0.05318    0.49656    0.00880    1.51844  191.15701    4.33946    0.39748 
4003403  4000455            0.04404    0.43818    0.01477    1.46936  110.85366    8.09635   -0.20804 
4003408  4000456            0.04550    0.52556    0.01761    1.40981  321.81068   13.14063   -0.16600 
4003409  4000456            0.04350    0.50209    0.01718    1.42116  281.15509   12.18995   -0.14682 
4003410  4000456            0.03945    0.46800    0.02199    1.42092  218.93248   16.43608   -0.44124 
4003419  4000458            0.03269    0.36611    0.02896    1.43283   55.51067   16.94213   -0.95134 
4003420  4000458            0.03343    0.37500    0.03661    1.46628   70.24697   24.17656   -1.02479 
4003421  4000458            0.03442    0.37946    0.03891    1.49506   77.77609   27.18379   -1.01352 
4003422  4000458            0.03566    0.38566    0.04475    1.66553  124.31698   38.97739   -0.92226 
4003501  4000469            0.03521    0.38471    0.04561    1.69237  132.79633   40.89607   -0.91400 
4003502  4000469            0.03486    0.38390    0.04638    1.72631  143.03940   42.90776   -0.90342 
4003503  4000469            0.03555    0.38547    0.04568    1.72097  140.04754   41.76525   -0.90213 
4003504  4000469            0.03292    0.37890    0.04603    1.61021  115.17030   38.81922   -0.96415 
4003505  4000469            0.03299    0.37906    0.04586    1.60672  114.00513   38.49223   -0.96559 
4003506  4000469            0.03408    0.38202    0.04617    1.66325  127.23846   40.78973   -0.93168 
4003507  4000469            0.03460    0.38330    0.04590    1.67569  129.49787   40.81608   -0.92366 
4003525  4000472            0.02854    0.35806    0.03514    1.43172   70.73858   22.04868   -1.06188 
